name
A certain man
Donella Hornwood
Doniphos Paenymion
Donnel Arryn
Donnel Drumm
Donnel Flint
Donnel Haigh
Donnel Hightower
Donnel Hill
Donnel Locke
Donnel of Duskendale
Donnel Swann
Donnel Waynwood
Donnis
Donnor Stark
Donnor Saltcliffe
Dontos Hollard
Donyse
Doran Martell
Dorcas
Dorden the Dour
Dorea Sand
Doreah
Dorian Hightower
Dormund
Dorna Swyft
Dornish Dilly
Doro Golathis
Dorren Stark
Doshi
Blind Doss
Drako Rogare
Draper's wife
Draqaz
Drazenko Rogare
Drennan
Drinkwater twins
Drogo
Drox the Corpse-Maker
Drunken Daughter
Druselka
Dryn
Dudley
Dunaver
Duncan the Tall
Duncan Liddle
Duncan Strong
Duncan Targaryen
Dunsen
Dunstan Drumm
Dunstan Pryor
Duram Bar Emmon
Duran
Durran
Durran II Durrandon
Durran Durrandon
Durran X Durrandon
Durran XI Durrandon
Durran XXI Durrandon
Durran XXIV Durrandon
Durran the Third
Durwald I Durrandon
Dusky woman
Dwarf brother
Dwarf juggler
Dyah
Dyanna Dayne
Dykk Harlaw
Dywen
Dywen Shell
Earl Harlaw
Easy
Ebben
Ebrose
Eddara Tallhart
Eddard Karstark
Eddard Stark
Edderion Stark
Eddison Peake (the Elder)
Eddison Peake (the Younger)
Eddison Tollett
Eden Risley
Edgar Yronwood
Edgar Sloane
Edgerran
Edgerran Oakheart
Edmund Ambrose
Edmund Blackwood
Edmund Breakstone
Edmund Gardener
Edmund Warrick
Edmund Waxley
Edmure Tully
Edmyn Tully
Edric Dayne
Edric Stark
Edric Storm
Edrick Stark
Edwell Celtigar
Edwyd Fossoway
Edwyle Stark
Edwyn Frey
Edwyn Osgrey
Edwyn Stark
Edwyn Tarth
Edyth
Egbert
Eggon
Eglantine
Egon Emeros
Eladon Goldenhair
Elaena Targaryen
Elbert Arryn
Elder Brother
Elderly man
Eldiss
Eldon Estermont
Eldred Codd
Eldric Arryn
Eleanor Mooton
Elenda Caron
Elenei
Lord Elesham
Eleyna Westerling
Elia Martell
Elia Sand
Elinda Massey
Elinor Costayne
Elinor Massey
Elinor Tyrell
Elissa Farman
Elkin
Ella Broome
Ella Lannister
Ellard Stark
Ellard Crane
Ellaria Sand
Ellendor
Ellery Vance
Ellyn Baratheon
Ellyn Caron
Ellyn Ever Sweet
Ellyn Reyne
Elmar Frey
Elmo Tully
Elric Stark
Elron
Elston Tully
Elwood
Elwood Blackbar
Elwood Harte
Elwood Meadows
Elyana Vypren
Elyas Willum
Elyas Scales
Elyn Norridge
Elys Arryn
Elys Waynwood
Elys Westerling
Elysar
Elza
Emberlei Frey
Emerick Peake
Emma
Emmett
Emmon Cuy
Emmon Frey
Emmond
Emory Hill
Emphyria Vance
Emrick
Endehar
Endrew Tarth
Enger
Eon
Eon Hunter
Erena Glover
Erich Durrandon
Erich III Durrandon
Erich VII Durrandon
Erich Hoare
Erich I Greyiron
Erich V Harlaw
Erik Ironmaker
Ermesande Hayford
Ernest Dabell
Eroeh
Erreck
Erreg
Erren Florent
Errok
Errold Stark
Erryk
Erryk Cargyll
Erwin Lannister
Esgred
Essie
Estermont (cousin of Robert)
Ethan Glover
Eunuch strangler
Euron Greyjoy
Eustace
Eustace Brune
Eustace Hightower
Eustace Hunter
Eustace Osgrey
Evlyn
Eyron
Eyron Stark
Ezzara
Ezzelyno
Faezhar zo Faez
Falena Stokeworth
Falia Flowers
Falyse Stokeworth
Farlen
Lord Farman (father of Lysa)
Fat fellow
Fearless Ithoke
Lady Fell
Lord Fell
Silveraxe Fell
Fergon Hoare
Fern
Ferny
Ferrego Antaryon
Ferret
Ferris Fowler
Fingers
First King
Flement Brax
Florence Fossoway
Lord Florent
Florian the Fool
Florian Greysteel
Florian V Mooton
Floris Baratheon
Florys the Fox
Fogo
Lord Follard
Fomas
Lord Footly
Forley Prester
Fornio
Forrest Frey
Foss the Archer
Fossoway twins
Fralegg
Franklyn Farman
Franklyn Flowers
Franklyn Fowler
Franklyn Frey
Fredo Rogare
Frenken
Frenya
Lady Frey (wife of Ambrose Butterwell)
Lord Frey
Frynne
Fulk the Flea
Gael Targaryen
Gaemon Palehair
Gaemon Targaryen
Gage
Galazza Galare
Galbart Glover
Galendro
Galeo
Galladon of Morne
Galladon Tarth
Gallard
Galon Whitestaff
Galt
Galtry the Green
Galyeon of Cuy
Gared
Gareth
Gareth Clifton
Gareth II Gardener
Gareth Long
Gareth the Grey
Gareth Tyrell
Gargon Qoherys
Garibald
Garibald Grey
Garibald of the Seven Stars
Garibald Shells
Garigus
Garin
Garin the Great
Gariss
Garizon
Garlan Tyrell
Garland II Gardener
Garland VI Gardener
Garmon Hightower
Garmund Hightower
Garon Baratheon
Garrett Flowers
Garrett Greenspear
Garrett Paege
Garrick Hall
Garris the Grey
Garrison Fowler
Garrison Prester
Garse
Garse Flowers
Garse VII Gardener
Garse Goodbrook
Garth of Greenaway
Garth the Gardener
Garth III Gardener
Garth V Gardener
Garth VI Gardener
Garth VII Gardener
Garth IX Gardener
Garth X Gardener
Garth XI Gardener
Garth XII Gardener
Garth Greenfield
Garth Greenhand
Garth Greyfeather
Garth the Harelip
Garth Hightower
Garth of Oldtown
Garth Oldflowers
Garth Tyrell
Garth
Gascoyne of the Greenblood
Gaven Greywolf
Gavin the Trader
Gawen
Gawen Corbray
Gawen Gardener
Gawen Glover
Gawen Swann
Gawen Westerling
Gawen Wylde
Gedmund Peake
Gella
Gelmarr
Gendel
Gendry
Gendry's mother
Genna Lannister
Geoff
George Graceford
Gerald Gower
Gerardys
Geremy Frey
Gerion Lannister
Germund Botley
Gerold
Gerold Dayne
Gerold Grafton
Gerold Hightower
Gerold Lannister
Gerold II Lannister
Gerold III Lannister
Gerold Templeton
Gerren
Gerrick Kingsblood
Gerrick Kingsblood's son
Gerrick Kingsblood's eldest daughter
Gerrick Kingsblood's second daughter
Gerrick Kingsblood's youngest daughter
Gerris Drinkwater
Black Gerrold
Gerrold Redback
Gessio Haratis
Gevin Harlaw
Ghael
Gharak Squint-Eye
Ghazdor zo Ahlaq
Ghost of High Heart
Giant of the Trident
Gilbert Farring
Gilbert of the Vines
Gillam
Gilliane Glover
Gilly
Gilly's mother
Gilwood Hunter
Girl bought to please the king
Gladden Wylde
Glaive
Glendon Flowers
Glendon Goode
Glendon Hewett
Glover steward
Goady
Goat boy
God-on-Earth
Godric Borrell
Godry Farring
Godwyn
Goghor the Giant
Goodwife
Goodwin
Goodwyn
Gordan I Gardener
Goren Greyjoy
Gorghan of Old Ghis
Gorm
Gormon Massey
Gormon Peake
Gormon Tyrell
Gormond Drumm
Gormond Goodbrother
Gorne
Gorold Goodbrother
Gorys Edoryen
Gorzhak zo Eraz
Gowen Baratheon
Gramyon
Gran Goodbrother
Grance Morrigen
Lord Grandison
Gravedigger
Grazdan
Grazdan the Great
Grazdan mo Eraz
Grazdan mo Ullhor
Grazdan zo Galare
Grazhar zo Galare
Grazdhan zo Rhaezn
Great Walrus
Greatheart
Green Gergen
Greenbeard
Gregor Clegane
Gregor Goode
Grenn
Gretchel
Grey King
Grey Worm
Greydon
Greydon Gardener
Greydon Goodbrother
Griffin King
Griffith Goode
Grigg the Goat
Grimtongue
Grisel
Grisella
Groleo
Grover Tully
Grubbs
Grunt
Gueren
Gulian
Gulian Qorgyle
Gulian Swann
Guncer Sunglass
Gundor Goodbrother
Gunthor
Gunthor Darklyn
Gunthor Estermont
Gunthor Goodbrother
Gunthor Hightower
Gunthor Royce
Gurn
Guthor Grimm
Guy Lothston
Guyard Morrigen
Guyle the Cunning
Guyne
Gwayne Corbray
Gwayne I Gardener
Gwayne III Gardener
Gwayne IV Gardener
Gwayne V Gardener
Gwayne Gardener
Gwayne Gaunt
Gwayne Hightower
Gwayne Oakheart
Gwenys Rivers
Gwin Goodbrother
Gwynesse Harlaw
Gwyneth Yronwood
Gylbert Farman
Gylbert Farwynd
Gyldayn
Gyleno Dothare
Gyles Greycloak
Gyles Belgrave
Gyles Farwynd
Gyles I Gardener
Gyles II Gardener
Gyles III Gardener
Gyles Grafton
Gyles Morrigen
Gyles Rosby
Gyles Yronwood
Gylo Rhegan
Gyloro Dothare
Gynir
Gysella Goodbrother
Haegon Blackfyre
Haereg
Hagen
Hagen's daughter
Haggo
Haggon
Hagon the Terrible
Hagon Hoare
Hake
Hairy Hal
Hal
Halder
Haldon
Hali
Halleck
Halleck Hoare
Hallis Hornwood
Hallis Mollen
Hallyne
Halmon Paege
Halys Hornwood
Hammer
Hammer of the Hills
Hamish the Harper
Handsome man
Hanna Harroway
Har Loi
Harbert
Harbert Paege
Hareth
Harghaz
Six-Toed Harl
Harlan Grandison
Harlan Hunter
Harlan Hoare
Harlan Tyrell
Harle the Handsome
Harle the Huntsman
Harlon Botley
Harlon Greyjoy
Harlon Stark
Harlon the Hunter
Harma
Harmen Uller
Harmon
Harmon Dondarrion
Harmon of the Reeds
Harmond Umber
Harmund I Hoare
Harmund II Hoare
Harmund III Hoare
Harmund Sharp
Harmune
Haro
Harodon
Harra
Harrag Hoare
Harrag Sharp
Harrald Halfdrowned
Harras Harlaw
Harras Hoare
Harren Botley
Harren Half-Hoare
Harren Hoare
Harren the Red
Harrion Karstark
Harrold Darke
Harrold Hardyng
Harrold Langward
Harrold Osgrey
Harrold Rogers
Harrold Swyft
Harrold Westerling
Harry Merrell
Harry Penny
Harry Rivers
Harry Sawyer
Harry Strickland
Harsley
Lord Harte
Harwin
Harwin Strong
Harwood Fell
Harwood Stout
Harwyn Hoare
Harwyn Plumm
Harys Cobb
Harys Graceford
Harys Haigh
Harys Hogg
Harys Horpe
Harys Swyft
Lord Hayford
Lord Hayford (Dance)
Hayhead
Hazel Harte
Hazrak zo Loraq
Hazzea
Hazzea's father
Helaena Targaryen
Helicent Uffering
Helliweg
Helly
Helman Tallhart
Helya
Hendry Bracken
Henk the Helm
Henly
Young Henly
Old Henly
Henrietta Woodhull
Herbert Bolling
Heriston
Herman Rollingford
Herndon of the Horn
Hero
Herrock Kenning
Herryk
Heward
Hibald
High Lickspittle
High Septon (Aegon I)
High Septon (Aegon III)
High Septon (Aegon V)
High Septon (Aegon's Conquest)
High Septon (Aenys I)
High Septon (Aerys II)
High Septon (Baelor I)
High Septon (brother of Donnel Hightower)
High Septon (child)
High Septon (Daeron II)
High Septon (Dance of the Dragons)
High Septon (fat one)
High Septon (Jaehaerys I)
High Septon (Maekar I)
High Septon (Regency of Aegon III)
High Septon (stonemason)
High Septon (Tyrion's)
High Sparrow
Lord Hightower
Hildy
Hilmar Drumm
Hizdahr zo Loraq
Lord Commander Hoare
Hoarfrost Umber
Hobb
Hobb the Hewer
Hobber Redwyne
Hobert Hightower
Hod
Hodor
Hoke
Holger
Hollis Teague
Holly
Hooded man
Hooded Man
Hop-Bean
Hop-Robin
Horas Harroway
Horas Redwyne
Horgan Hoare
Horned Lord
Horonno
Horro
Horton Redfort
Horys Hill
Hosman Norcross
Hosteen Frey
Hostella Frey
Hoster Blackwood
Hoster Frey
Hoster Tully
Hot Pie
Hother Umber
Hotho Harlaw
Hotho Harlaw's daughter
House of the Undying servitor
Howard Bullock
Howard Pyle
Howd Wanderer
Howland Reed
Hrothgar
Hubard Rambton
Hubert
Hubert Arryn
Hugh
Hugh Arryn
Hugh Beesbury
Hugh Grandison
Hugh Clifton
Hugh Hammer
Hugh Hungerford
Hugo Arryn
Hugo Vance
Hugo Wull
Hugor of the Hill
Hukko
Hullen
Humfrey Beesbury
Humfrey Bracken
Humfrey Clifton
Humfrey Hardyng
Humfrey Hewett
Humfrey Hightower
Humfrey Lefford
Humfrey Stone
Humfrey Swyft
Humfrey I Teague
Humfrey II Teague
Humfrey the Mummer
Humfrey Wagstaff
Humfrey Waters
Humphrey Bulwer
Hunchbacked septon
Hunnimore
Husband
Huzhor Amai
Hyle Hunt
Iggo
Igon Vyrwel
Illifer
Illister
Illyrio Mopatis
Illyrio Mopatis's first wife
Ilyn Payne
Imry Florent
Ironbelly
Irri
Isembard Arryn
Ithoke
Izembaro
Jacaerys Velaryon
Jace (Night's Watch)
Jacelyn Bywater
Black Jack Bulwer
Ginger Jack
Nine-Finger Jack
Jack Crabb
Jack-Be-Lucky
Jack Bulwer
Jack Musgood
Jacks
Jade Emperor
Jaehaera Targaryen
Jaehaerys I Targaryen
Jaehaerys Targaryen
Jaehaerys II Targaryen
Jaenara Belaerys
Jafer Flowers
Jaggot
Jaime Corbray
Jaime Frey
Jaime Lannister
Jalabhar Xho
Jammos Frey
Janei Lannister
Janna Tyrell
Janos Slynt
Janyce Hunter
Jaqen H'ghar
Jar Han
Jar Har
Jar Joq
Jared Frey
Jaremy Rykker
Jarl
Jarman Buckwell
Jason Hightower
Jason Mallister
Jason Lannister
Jasper Arryn
Jasper Redfort
Jasper Waynwood
Jasper Wylde
Jate
Jate Blackberry
Jax
Jayde
Jayne Bracken
Jayne Ladybright
Jeffory Mallister
Jeffory Norcross
Jellicoe
Jena Dondarrion
Jennelyn Fowler
Jennis Templeton
Jenny of Oldstones
Penny Jenny
Jeor Mormont
Jeremy Hightower
Jeremy Norridge
Jeren
Jessamyn Manderly
Jessamyn Redfort
Grey Jeyne
Red Jeyne
Squinty Jeyne
Jeyne Arryn
Jeyne Beesbury
Jeyne Darry
Jeyne Farman
Jeyne Fossoway
Jeyne Fowler
Jeyne Goodbrook
Jeyne Harroway
Jeyne Heddle
Jeyne Lothston
Jeyne Lydden
Jeyne Manderly
Jeyne Marbrand
Jeyne Merryweather
Jeyne Mooton
Jeyne Poole
Jeyne Poore
Jeyne Rivers
Jeyne Royce
Jeyne Rowan
Jeyne Swann
Jeyne Waters
Jeyne Westerling
Jez
Jezhene
Jhaqo
Jhiqui
Jhogo
Jirelle Mooton
Joanna Lannister
Joanna Swyft
Jocasta Tarbeck
Jocelyn Baratheon
Jocelyn Penrose
Jocelyn Stark
Jocelyn Swyft
Jodge
Joffrey Arryn
Joffrey Baratheon
Joffrey Caswell
Joffrey Dayne
Joffrey Doggett
Joffrey Lannister
Joffrey Lonmouth
Joffrey Staunton
Joffrey Velaryon
Johanna Swann
Johanna Westerling
John the Oak
Young John Mudd
Old John Mudd
John II Gardener
Jojen Reed
Jokin
Jommo
Jommy
Jon Arryn
Jon Bettley
Jon Brax
Jon Brightstone
Jon Bulwer
