name,ID,father,mother,spouse,lover,issue,allegiance,affiliated
Aegon I Targaryen,Aegon_I_Targaryen,Aerion_Targaryen_(son_of_Daemion),Valaena_Velaryon,,,Aenys_I_Targaryen;Maegor_I_Targaryen,House_Targaryen,Aerion_Targaryen_(son_of_Daemion);Valaena_Velaryon;Visenya_Targaryen;Rhaenys_Targaryen;Argilac_Durrandon;Argella_Durrandon;Harren_Hoare;Orys_Baratheon;Edmyn_Tully;Mern_IX_Gardener;Loren_I_Lannister;Harlan_Tyrell;Torrhen_Stark;Manfred_Hightower_(Aegon's_Conquest);High_Septon_(Aegon's_Conquest);Marla_Sunderland;Warrick_Manderly;Steffon_Sunderland;Qhorin_Volmark;Lodos;Vickon_Greyjoy;Wyl_of_Wyl;Deria_Martell;Nymor_Martell;Aenys_I_Targaryen;Maegor_I_Targaryen;Alyssa_Velaryon;Aegon_Targaryen_(son_of_Aenys_I);Viserys_Targaryen_(son_of_Aenys_I)
Aegon II Targaryen,Aegon_II_Targaryen,Viserys_I_Targaryen,Alicent_Hightower,,,Jaehaerys_Targaryen_(son_of_Aegon_II);Jaehaera_Targaryen;Maelor_Targaryen;Gaemon_Palehair,House_Targaryen,Viserys_I_Targaryen;Alicent_Hightower;Rhaenyra_Targaryen;Aegon_I_Targaryen;Aemond_Targaryen;Daeron_Targaryen_(son_of_Viserys_I);Helaena_Targaryen;Daemon_Targaryen;Otto_Hightower;Laenor_Velaryon;Harwin_Strong;Gyldayn;Aegon_III_Targaryen;Jaehaerys_Targaryen_(son_of_Aegon_II);Jaehaera_Targaryen;Maelor_Targaryen;Jacaerys_Velaryon;Criston_Cole;Lyman_Beesbury;Munkun;Mushroom;Eustace_(Dance_of_the_Dragons);High_Septon_(Dance_of_the_Dragons);Steffon_Darklyn;Orwyle;Lucerys_Velaryon;Borros_Baratheon;Blood_(the_butcher);Cheese_(the_rat-catcher);Mysaria;Corlys_Velaryon;Dalton_Greyjoy;Rhaenys_Targaryen_(daughter_of_Aemon);Larys_Strong;Baela_Targaryen;Gerardys;Marston_Waters;Alfred_Broome;Alyn_Velaryon;Cassandra_Baratheon;Marilda_of_Hull;Trystane_Truefyre;Gaemon_Palehair;Shepherd;Kermit_Tully;Cregan_Stark;Gyles_Belgrave;Leowyn_Corbray;Perkin_the_Flea;Alysanne_Blackwood;Kaeth;Aenys_I_Targaryen;Maegor_I_Targaryen
Aegon III Targaryen,Aegon_III_Targaryen,Daemon_Targaryen,Rhaenyra_Targaryen,,,Daeron_I_Targaryen;Baelor_I_Targaryen;Daena_Targaryen;Rhaena_Targaryen_(daughter_of_Aegon_III);Elaena_Targaryen,House_Targaryen,Daemon_Targaryen;Rhaenyra_Targaryen;Viserys_II_Targaryen;Aegon_I_Targaryen;Alicent_Hightower;Viserys_I_Targaryen;Aegon_II_Targaryen;Jacaerys_Velaryon;Lucerys_Velaryon;Joffrey_Velaryon;Laenor_Velaryon;Baela_Targaryen;Rhaena_Targaryen_(daughter_of_Daemon);Laena_Velaryon;Visenya_Targaryen_(daughter_of_Daemon);Aemond_Targaryen;Ormund_Hightower;Daeron_Targaryen_(son_of_Viserys_I);Corlys_Velaryon;Jaehaera_Targaryen;Alfred_Broome;Larys_Strong;Tyland_Lannister;Kermit_Tully;Oscar_Tully;Benjicot_Blackwood;Cregan_Stark;Gaemon_Palehair;Perkin_the_Flea;Gyles_Belgrave;Leowyn_Corbray;Munkun;Alyn_Velaryon;Corwyn_Corbray;Eustace_(Dance_of_the_Dragons);Robert_Darklyn;Robin_Massey;Orwyle;Thaddeus_Rowan;Unwin_Peake;Marston_Waters;Gareth_Long;Myrielle_Peake;Daenaera_Velaryon;Mushroom;Larra_Rogare;Aegon_IV_Targaryen;Laena_Velaryon_(daughter_of_Alyn);George_Graceford;Moredo_Rogare;Mervyn_Flowers;Amaury_Peake;Bernard;Gyldayn;Torrhen_Manderly;Lotho_Rogare;Roggerio_Rogare;Daeron_I_Targaryen;Baelor_I_Targaryen;Daena_Targaryen;Rhaena_Targaryen_(daughter_of_Aegon_III);Elaena_Targaryen;Daenerys_Targaryen;Viserys_Targaryen;Joffrey_Baratheon;Sansa_Stark;Margaery_Tyrell;Armen;Roone;Mollander
Aegon IV Targaryen,Aegon_IV_Targaryen,Viserys_II_Targaryen,Larra_Rogare,,Falena_Stokeworth;Megette;Cassella_Vaith;Bellegere_Otherys;Barba_Bracken;Melissa_Blackwood;Bethany_Bracken;Jeyne_Lothston;Serenei_of_Lys;Daena_Targaryen;Elaena_Targaryen;Butterwell_(Hand_of_the_King),Daeron_II_Targaryen;Daenerys_Targaryen_(daughter_of_Aegon_IV);Daemon_I_Blackfyre;Alysanne_(daughter_of_Aegon_IV);Lily;Willow_(daughter_of_Aegon_IV);Rosey_(daughter_of_Aegon_IV);Bellenora_Otherys;Narha_Otherys;Balerion_Otherys;Aegor_Rivers;Mya_Rivers;Gwenys_Rivers;Brynden_Rivers;Shiera_Seastar;Viserys_Plumm;Butterwell_(Hand_of_the_King);Jeyne_Lothston,House_Targaryen,Viserys_II_Targaryen;Larra_Rogare;Rhaena_Targaryen_(daughter_of_Daemon);Aegon_III_Targaryen;Bernard;Lysandro_Rogare;Naerys_Targaryen;Aemon_Targaryen_(son_of_Viserys_II);Daeron_II_Targaryen;Daeron_I_Targaryen;Cassella_Vaith;Baelor_I_Targaryen;Daena_Targaryen;Daemon_I_Blackfyre;Daenerys_Targaryen_(daughter_of_Aegon_IV);Ossifer_Plumm;Butterwell_(Hand_of_the_King);Barba_Bracken;Aegor_Rivers;Melissa_Blackwood;Brynden_Rivers;Alford;Morgil_Hastwyck;Kaeth;Terrence_Toyne;Bethany_Bracken;Lord_Bracken;Aegon_I_Targaryen;Rohanne_of_Tyrosh;Maegor_I_Targaryen;Myriah_Martell
Aegon V Targaryen,Aegon_V_Targaryen,Maekar_I_Targaryen,Dyanna_Dayne,,,Duncan_Targaryen;Jaehaerys_II_Targaryen;Shaera_Targaryen;Daeron_Targaryen_(son_of_Aegon_V);Rhaelle_Targaryen,House_Targaryen,"Maekar_I_Targaryen;Dyanna_Dayne;Aemon_Targaryen_(son_of_Maekar_I);Melaquin;Aerion_Targaryen;Rhae_Targaryen;Daella_Targaryen_(daughter_of_Maekar_I);Duncan_the_Tall;Daeron_Targaryen_(son_of_Maekar_I);Lyonel_Baratheon;Baelor_Targaryen_(son_of_Daeron_II);Eustace_Osgrey;Rohanne_Webber;Daeron_II_Targaryen;Wyman_Webber;Lucas_Inchfield;Mallor;Aerys_I_Targaryen;Uthor_Underleaf;Lothar;Ambrose_Butterwell;Lord_Frey;Tommard_Heddle;Brynden_Rivers;Betha_Blackwood;Duncan_Targaryen;Tion_Lannister;Tywald_Lannister;Vaella_Targaryen_(daughter_of_Daeron);Maegor_Targaryen_(son_of_Aerion);Aenys_Blackfyre;Daemon_III_Blackfyre;Aegor_Rivers;Tytos_Lannister;Jaehaerys_II_Targaryen;Celia_Tully;Daeron_Targaryen_(son_of_Aegon_V);Shaera_Targaryen;Luthor_Tyrell;Jenny_of_Oldstones;Rhaelle_Targaryen;Ormund_Baratheon;Olenna_Redwyne;Jeremy_Norridge;The_Rat,_the_Hawk,_and_the_Pig;Aerys_II_Targaryen;Tywin_Lannister;Jon_Snow"
Aegon Targaryen,Aegon_Targaryen_(son_of_Gaemon),Gaemon_Targaryen_(son_of_Aenar),,Elaena_Targaryen_(daughter_of_Gaemon),,Maegon_Targaryen;Aerys_Targaryen_(son_of_Aegon),House_Targaryen,Elaena_Targaryen_(daughter_of_Gaemon);Maegon_Targaryen;Aerys_Targaryen_(son_of_Aegon)
Aegon Targaryen,Aegon_Targaryen_(son_of_Aenys_I),Aenys_I_Targaryen,Alyssa_Velaryon,Rhaena_Targaryen_(daughter_of_Aenys_I),,Aerea_Targaryen;Rhaella_Targaryen_(daughter_of_Aegon),House_Targaryen,Aenys_I_Targaryen;Alyssa_Velaryon;Viserys_Targaryen_(son_of_Aenys_I);Aegon_I_Targaryen;Rhaena_Targaryen_(daughter_of_Aenys_I);Visenya_Targaryen;Maegor_I_Targaryen;Lyman_Lannister;Aerea_Targaryen;Rhaella_Targaryen_(daughter_of_Aegon);Tyanna_of_the_Tower
Aegon Targaryen,Aegon_Targaryen_(son_of_Jaehaerys_I),Jaehaerys_I_Targaryen,Alysanne_Targaryen,,,,House_Targaryen,Aegon_I_Targaryen;Aegon_Targaryen_(son_of_Aenys_I)
Aegon Targaryen,Aegon_Targaryen_(son_of_Baelon),,Alyssa_Targaryen,,,,House_Targaryen,
Aegon Targaryen,Aegon_Targaryen_(son_of_Aerys_II),Aerys_II_Targaryen,Rhaella_Targaryen,,,,House_Targaryen,Daeron_Targaryen_(son_of_Aerys_II)
Aegon Targaryen,Aegon_Targaryen_(son_of_Rhaegar),Rhaegar_Targaryen,Elia_Martell,,,,House_Targaryen,Rhaegar_Targaryen;Aemon_Targaryen_(son_of_Maekar_I);Elia_Martell;Aerys_II_Targaryen;Rhaenys_Targaryen_(daughter_of_Rhaegar);Lewyn_Martell;Rhaella_Targaryen;Viserys_Targaryen;Pycelle;Tywin_Lannister;Jaime_Lannister;Gregor_Clegane;Amory_Lorch;Eddard_Stark;Robert_I_Baratheon;Daenerys_Targaryen;Tyrion_Lannister;Oberyn_Martell;Cersei_Lannister;Kevan_Lannister;Barristan_Selmy;Thoros_of_Myr;Doran_Martell;Varys;Nymeria_Sand;Arianne_Martell;Yandel;Jacelyn_Bywater;Jorah_Mormont;Jon_Connington;Pisswater_prince
Aegor Rivers,Aegor_Rivers,Aegon_IV_Targaryen,Barba_Bracken,Calla_Blackfyre,,,House_Bracken;House_Blackfyre;Second_Sons;Golden_Company,Aegon_IV_Targaryen;Barba_Bracken;Naerys_Targaryen;Aemon_Targaryen_(son_of_Viserys_II);Daeron_II_Targaryen;Bethany_Bracken;Terrence_Toyne;Brynden_Rivers;Melissa_Blackwood;Shiera_Seastar;Daemon_I_Blackfyre;Calla_Blackfyre;Rohanne_of_Tyrosh;Daemon_II_Blackfyre;Gormon_Peake;Aerion_Targaryen;Aerys_I_Targaryen;Daemon_III_Blackfyre;Torwyn_Greyjoy;Arianne_Martell;Arys_Oakheart;Illyrio_Mopatis;Tyrion_Lannister;Barristan_Selmy;Tywin_Lannister;Jaime_Lannister;Tybero_Istarion;Harry_Strickland;Jon_Connington;Justin_Massey;Stannis_Baratheon
Aelinor Penrose,Aelinor_Penrose,,,Aerys_I_Targaryen,,,House_Penrose;House_Targaryen,Aerys_I_Targaryen;Jeor_Mormont;Jon_Snow;Aemon_Targaryen_(son_of_Maekar_I)
Aelor Targaryen,Aelor_Targaryen,Rhaegel_Targaryen,Alys_Arryn_(wife_of_Rhaegel),Aelora_Targaryen,,,House_Targaryen,Duncan_the_Tall;Aerion_Targaryen;Valarr_Targaryen;Matarys_Targaryen;Daeron_II_Targaryen;Rhaegel_Targaryen;Aerys_I_Targaryen;Brynden_Rivers;Sefton_Staunton;Maekar_I_Targaryen;Maynard_Plumm;Aegon_V_Targaryen;Aelora_Targaryen;Samwell_Tarly
Aelora Targaryen,Aelora_Targaryen,Rhaegel_Targaryen,Alys_Arryn_(wife_of_Rhaegel),Aelor_Targaryen,,,House_Targaryen,"Aelor_Targaryen;Rhaegel_Targaryen;Aerys_I_Targaryen;Maekar_I_Targaryen;Brynden_Rivers;Aegon_V_Targaryen;The_Rat,_the_Hawk,_and_the_Pig"
Aelyx Targaryen,Aelyx_Targaryen,Aerys_Targaryen_(son_of_Aegon),,,,,House_Targaryen,
Aemma Arryn,Aemma_Arryn,Rodrik_Arryn,Daella_Targaryen_(daughter_of_Jaehaerys_I),Viserys_I_Targaryen,,Rhaenyra_Targaryen;Baelon_Targaryen_(son_of_Viserys_I),House_Arryn;House_Targaryen,Viserys_I_Targaryen;Rodrik_Arryn;Daella_Targaryen_(daughter_of_Jaehaerys_I);Jaehaerys_I_Targaryen;Alysanne_Targaryen;Elys_Arryn;Amanda_Arryn;Rhaenyra_Targaryen;Daemon_Targaryen;Baelon_Targaryen_(son_of_Viserys_I)
Aemon Blackfyre,Aemon_Blackfyre,Daemon_I_Blackfyre,Rohanne_of_Tyrosh,,,,House_Blackfyre,Daemon_I_Blackfyre;Rohanne_of_Tyrosh;Aegon_Blackfyre;Daemon_II_Blackfyre;Aenys_Blackfyre;Alyn_Cockshaw;Brynden_Rivers
Aemon Costayne,Aemon_Costayne,,,,,,House_Costayne,Symon_Silver_Tongue;Tyrion_Lannister;Joffrey_Baratheon;Margaery_Tyrell
Aemon Estermont,Aemon_Estermont,Eldon_Estermont,,,,Alyn_Estermont,House_Estermont,Renly_Baratheon;Joffrey_Baratheon;Alyn_Estermont;Tommen_Baratheon
Aemon Rivers,Aemon_Rivers,Walder_Rivers,,,,Walda_Rivers_(daughter_of_Aemon),House_Frey,
Aemon Steelsong,Aemon_Steelsong,Mance_Rayder,Dalla,,,,Free_Folk,Dalla;Mance_Rayder;Stannis_Baratheon;Aemon_Targaryen_(son_of_Maekar_I);Gilly;Monster;Jon_Snow;Melisandre;Samwell_Tarly;Kojja_Mo;Melessa_Florent
Aemon Targaryen,Aemon_Targaryen_(son_of_Jaehaerys_I),Jaehaerys_I_Targaryen,Alysanne_Targaryen,Jocelyn_Baratheon,,Rhaenys_Targaryen_(daughter_of_Aemon),House_Targaryen,Jaehaerys_I_Targaryen;Alysanne_Targaryen;Rhaena_Targaryen_(daughter_of_Aenys_I);Daenerys_Targaryen_(daughter_of_Jaehaerys_I);Jocelyn_Baratheon;Alyssa_Targaryen;Rhaenys_Targaryen_(daughter_of_Aemon);Morion_Martell;Aegon_I_Targaryen;Corlys_Velaryon;Cameron_Tarth;Mushroom
Aemon Targaryen,Aemon_Targaryen_(son_of_Viserys_II),Viserys_II_Targaryen,Larra_Rogare,,Naerys_Targaryen,Daeron_II_Targaryen,House_Targaryen;Kingsguard,Viserys_II_Targaryen;Larra_Rogare;Aegon_IV_Targaryen;Naerys_Targaryen;Aegon_III_Targaryen;Daeron_I_Targaryen;Baelor_I_Targaryen;Cregan_Stark;Lord_Wyl_(conquest_of_Dorne);Morgil_Hastwyck;Daeron_II_Targaryen;Daemon_I_Blackfyre;Kaeth;Daenerys_Targaryen_(daughter_of_Aegon_IV);Lord_Bracken;Barba_Bracken;Aegor_Rivers;Melissa_Blackwood;Terrence_Toyne
Aemon Targaryen,Aemon_Targaryen_(son_of_Maekar_I),Maekar_I_Targaryen,Dyanna_Dayne,,,,House_Targaryen;Citadel;Night's_Watch,Maekar_I_Targaryen;Dyanna_Dayne;Aemon_Targaryen_(son_of_Viserys_II);Daeron_II_Targaryen;Aegon_V_Targaryen;Melaquin;Duncan_the_Tall;Daeron_Targaryen_(son_of_Maekar_I);Rhaelle_Targaryen;Brynden_Rivers;Rhaegar_Targaryen;Aegon_Targaryen_(son_of_Rhaegar);Gared;Clydas;Chett;Jeor_Mormont;Tyrion_Lannister;Jon_Snow;Samwell_Tarly;Alliser_Thorne;Bowen_Marsh;Othor;Pycelle;Donal_Noye;Janos_Slynt;Mance_Rayder;Melisandre;Stannis_Baratheon;Azor_Ahai;Val;Gilly;Dalla;Daenerys_Targaryen;Barth;Quhuru_Mo;Aemon_Steelsong;Marwyn;Alys_Karstark
Aemond Targaryen,Aemond_Targaryen,Viserys_I_Targaryen,Alicent_Hightower,Alys_Rivers,,Alys_Rivers's_son,House_Targaryen;Greens,Viserys_I_Targaryen;Alicent_Hightower;Rhaenyra_Targaryen;Helaena_Targaryen;Aegon_II_Targaryen;Daeron_Targaryen_(son_of_Viserys_I);Daemon_Targaryen;Jacaerys_Velaryon;Lucerys_Velaryon;Joffrey_Velaryon;Laenor_Velaryon;Laena_Velaryon;Harwin_Strong;Criston_Cole;Boremund_Baratheon;Rhaenys_Targaryen_(daughter_of_Aemon);Borros_Baratheon;Maris_Baratheon;Mushroom;Otto_Hightower;Mysaria;Jaehaerys_Targaryen_(son_of_Aegon_II);Aegon_I_Targaryen;Simon_Strong;Alys_Rivers;Nettles
Aenys Blackfyre,Aenys_Blackfyre,Daemon_I_Blackfyre,Rohanne_of_Tyrosh,,,,House_Blackfyre,Maekar_I_Targaryen;Brynden_Rivers;Aegon_V_Targaryen
Aenys Frey,Aenys_Frey,Walder_Frey,Perra_Royce,Tyana_Wylde,,Aegon_Frey_(son_of_Aenys);Rhaegar_Frey,House_Frey,Catelyn_Stark;Walder_Frey;Robb_Stark;Roose_Bolton;Vargo_Hoat;Amory_Lorch;Robett_Glover;Arya_Stark;Rorge;Biter;Stannis_Baratheon;Tywin_Lannister;Joffrey_Baratheon;Elmar_Frey;Jaime_Lannister;Jeyne_Westerling;Edmure_Tully;Roslin_Frey;Hosteen_Frey;Rhaegar_Frey;Symond_Frey;Jared_Frey;Ramsay_Snow;Jeyne_Poole;Wyman_Manderly;Theon_Greyjoy;Walder_Frey_(son_of_Merrett);Mors_Umber
Aenys I Targaryen,Aenys_I_Targaryen,Aegon_I_Targaryen,Rhaenys_Targaryen,,,Rhaena_Targaryen_(daughter_of_Aenys_I);Aegon_Targaryen_(son_of_Aenys_I);Viserys_Targaryen_(son_of_Aenys_I);Jaehaerys_I_Targaryen;Alysanne_Targaryen;Vaella_Targaryen_(daughter_of_Aenys_I),House_Targaryen,Rhaenys_Targaryen;Aegon_I_Targaryen;Maegor_I_Targaryen;Alyssa_Velaryon;Aegon_Targaryen_(son_of_Aenys_I);Viserys_Targaryen_(son_of_Aenys_I);Jaehaerys_I_Targaryen;Rhaena_Targaryen_(daughter_of_Aenys_I);Alysanne_Targaryen;Vaella_Targaryen_(daughter_of_Aenys_I);Gawen;Gyldayn;High_Septon_(Aenys_I);Yandel;Visenya_Targaryen;Harren_the_Red;Harren_Hoare;Gargon_Qoherys;Vulture_King_(Aenys_I);Jonos_Arryn;Allard_Royce;Goren_Greyjoy;Deria_Martell;Alyn_Stokeworth;Bernarr_Brune;Ceryse_Hightower;Alys_Harroway;Murmison
Aerea Targaryen,Aerea_Targaryen,Aegon_Targaryen_(son_of_Aenys_I),Rhaena_Targaryen_(daughter_of_Aenys_I),,,,House_Targaryen,Aegon_Targaryen_(son_of_Aenys_I);Rhaena_Targaryen_(daughter_of_Aenys_I);Aenys_I_Targaryen;Maegor_I_Targaryen;Rhaella_Targaryen_(daughter_of_Aegon);Tyanna_of_the_Tower;Jaehaerys_I_Targaryen;Rogar_Baratheon;Alysanne_Targaryen;Alyssa_Velaryon;Ronnal_Baratheon;Orryn_Baratheon;Elissa_Farman;Aegon_Targaryen_(son_of_Jaehaerys_I);Daenerys_Targaryen_(daughter_of_Jaehaerys_I);Ser_Stupid;Lord_Pigface;Lady_Farts-a-Lot;Androw_Farman;Rego_Draz;Barth;Benifer;Lucamore_Strong
Aerion Targaryen,Aerion_Targaryen,Maekar_I_Targaryen,Dyanna_Dayne,Daenora_Targaryen,,Maegor_Targaryen_(son_of_Aerion),House_Targaryen;Second_Sons,Maekar_I_Targaryen;Dyanna_Dayne;Daeron_Targaryen_(son_of_Maekar_I);Aemon_Targaryen_(son_of_Maekar_I);Aegon_V_Targaryen;Daella_Targaryen_(daughter_of_Maekar_I);Rhae_Targaryen;Duncan_the_Tall;Valarr_Targaryen;Humfrey_Hardyng;Lord_Ashford;Tanselle;Baelor_Targaryen_(son_of_Daeron_II);Steffon_Fossoway;Willem_Wylde;Donnel_of_Duskendale;Roland_Crakehall_(Kingsguard);Humfrey_Beesbury;Robyn_Rhysling;Raymun_Fossoway;Lyonel_Baratheon;Aegor_Rivers;Brynden_Rivers;Aerys_I_Targaryen;Daenora_Targaryen;Maegor_Targaryen_(son_of_Aerion);Bran_Stark;Jon_Snow;Jeor_Mormont;Sansa_Stark;Joffrey_Baratheon;Alester_Florent;Davos_Seaworth;Stannis_Baratheon;Selyse_Florent;Jaime_Lannister;Aerys_II_Targaryen;Tyrion_Lannister
Aerion Targaryen,Aerion_Targaryen_(son_of_Daemion),Daemion_Targaryen,,Valaena_Velaryon,,Visenya_Targaryen;Aegon_I_Targaryen;Rhaenys_Targaryen;Orys_Baratheon,House_Targaryen,Aegon_I_Targaryen
Aeron Greyjoy,Aeron_Greyjoy,Quellon_Greyjoy,Lady_Sunderly_(wife_of_Quellon_Greyjoy),,,,House_Greyjoy,Quellon_Greyjoy;Balon_Greyjoy;Victarion_Greyjoy;Euron_Greyjoy;Stannis_Baratheon;Urrigon_Greyjoy;Robb_Stark;Theon_Greyjoy;Dagmer;Benfred_Tallhart;Asha_Greyjoy;Emmond;The_Sparr;Gormond_Goodbrother;Murenmure;Meldred_Merlyn;Gylbert_Farwynd;Erik_Ironmaker;Dunstan_Drumm;Tristifer_Botley;Falia_Flowers
Aerys Targaryen,Aerys_Targaryen_(son_of_Aegon),Aegon_Targaryen_(son_of_Gaemon),Elaena_Targaryen_(daughter_of_Gaemon),,,Aelyx_Targaryen;Baelon_Targaryen_(son_of_Aerys);Daemion_Targaryen,House_Targaryen,
Aerys I Targaryen,Aerys_I_Targaryen,Daeron_II_Targaryen,Myriah_Martell,,,,House_Targaryen,"Daeron_II_Targaryen;Myriah_Martell;Quentyn_Ball;Aelinor_Penrose;Valarr_Targaryen;Matarys_Targaryen;Brynden_Rivers;Dagon_Greyjoy;Gormon_Peake;Daemon_II_Blackfyre;Duncan_the_Tall;Aegon_V_Targaryen;Aegor_Rivers;Aerion_Targaryen;Daemon_III_Blackfyre;Rhaegel_Targaryen;Aelor_Targaryen;Aelora_Targaryen;The_Rat,_the_Hawk,_and_the_Pig;Maekar_I_Targaryen;Aemon_Targaryen_(son_of_Maekar_I);Jon_Snow;Jeor_Mormont;Aerys_II_Targaryen;Alleras;Samwell_Tarly;Victarion_Greyjoy"
Aerys II Targaryen,Aerys_II_Targaryen,Jaehaerys_II_Targaryen,Shaera_Targaryen,,,Rhaegar_Targaryen;Shaena_Targaryen;Daeron_Targaryen_(son_of_Aerys_II);Aegon_Targaryen_(son_of_Aerys_II);Jaehaerys_Targaryen_(son_of_Aerys_II);Viserys_Targaryen;Daenerys_Targaryen,House_Targaryen,Rhaella_Targaryen;Jaehaerys_II_Targaryen;Aegon_V_Targaryen;Shaera_Targaryen;Ghost_of_High_Heart;Barristan_Selmy;Tywin_Lannister;Steffon_Baratheon;Rhaegar_Targaryen;Duncan_Targaryen;Joanna_Lannister;Rickard_Stark;Shaena_Targaryen;Daeron_Targaryen_(son_of_Aerys_II);Aegon_Targaryen_(son_of_Aerys_II);Tygett_Lannister;Willem_Darry;Ilyn_Payne;Cersei_Lannister;Jaime_Lannister;Tyrion_Lannister;Jaehaerys_Targaryen_(son_of_Aerys_II);Viserys_Targaryen;Denys_Darklyn;Pycelle;Gwayne_Gaunt;Serala;Dontos_Hollard;Robert_I_Baratheon;Stannis_Baratheon;Varys;Elia_Martell;Rhaenys_Targaryen_(daughter_of_Rhaegar);Rossart;Arthur_Dayne;Harlan_Grandison;Lysa_Arryn;Hoster_Tully;Owen_Merryweather;Qarlton_Chelsted;Lucerys_Velaryon_(master_of_ships);Symond_Staunton;Jon_Connington;Myles_Mooton;Richard_Lonmouth;Lewyn_Martell;Walter_Whent;Oswell_Whent;Lyanna_Stark;Aegon_Targaryen_(son_of_Rhaegar);Brandon_Stark;Jeffory_Mallister;Kyle_Royce;Elbert_Arryn;Ethan_Glover;Jon_Arryn;Eddard_Stark;Daenerys_Targaryen;Aerion_Targaryen;Amory_Lorch;Gregor_Clegane;Belis;Garigus;Drogo;Rhaego;Davos_Seaworth;Joffrey_Baratheon;Illyrio_Mopatis;Godric_Borrell
